,category_title,tag,koef
0,Авто-мото,888,0.11584419826008376
0,Авто-мото,doctorwax,0.11482354453092002
0,Авто-мото,partnership,0.1131224549823138
0,Авто-мото,by),0.1131224549823138
0,Авто-мото,incar,0.11252707364030161
0,Авто-мото,подводной,0.11163400162728336
0,Авто-мото,есть),0.11145538722467971
0,Авто-мото,fugicar,0.10972027588510136
0,Авто-мото,bikini,0.10879240885858887
0,Авто-мото,автон,0.10716864156219202
0,Аниме,gifs,0.6025499187690222
0,Аниме,некомпетентность,0.2854183825748
0,Аниме,bibliophile,0.2854183825748
0,Аниме,пластилина,0.28541838257479996
0,Аниме,springtrap,0.27352594996751667
0,Аниме,huu-truong,0.26956180576508887
0,Аниме,eminence,0.2655976615626611
0,Аниме,тотальный,0.2616335173602333
0,Аниме,origami,0.2537052289553778
0,Аниме,йа,0.23784865214566667
0,Аниме,лепка,0.23784865214566667
0,Аниме,paper,0.23784865214566667
0,Аниме,shadow,0.23445081425787143
0,Аниме,sins,0.2140637869311
0,Аниме,deliah,0.21406378693109998
0,Аниме,оригами,0.21406378693109998
0,Аниме,uzaki,0.20811757062745834
0,Аниме,minecraft,0.19979286780236
0,Аниме,"anime,edit",0.19027892171653332
0,Аниме,lier,0.19027892171653332
0,Аниме,uzaki-chan,0.18433270541289168
0,Аниме,meliodas,0.18076497563070668
0,Аниме,"anime,аниме,аниме",0.17838648910925
0,Аниме,"music,союз",0.17838648910925
0,Аниме,"мьюзик,премьера,phonk,phonk",0.17838648910925
0,Аниме,"фонка,фонка",0.17838648910925
0,Аниме,"watch,фонк,агрессивного",0.17838648910925
0,Аниме,"марафон,адлин,soyuz",0.17838648910925
0,Аниме,родина,0.17838648910925
0,Аниме,полудемон,0.17838648910925
0,Аниме,evolution,0.17838648910925
0,Аниме,scherzo,0.17442234490682224
0,Аниме,huu,0.17244027280560834
0,Аниме,бумаги,0.16649405650196666
0,Аниме,ho,0.16649405650196666
0,Аниме,minh,0.16649405650196666
0,Аниме,мам,0.16649405650196666
0,Аниме,дроны,0.16649405650196666
0,Аниме,йе,0.1585657680971111
0,Аниме,mamahaha,0.1585657680971111
0,Аниме,tsurego,0.1585657680971111
0,Аниме,слайдшоу,0.15460162389468332
0,Аниме,массовка,0.15460162389468332
0,Аниме,tonikawa,0.15063747969225555
0,Аниме,сори,0.15063747969225555
0,Аниме,sano,0.15063747969225555
0,Аниме,moto,0.15063747969225555
0,Аниме,анимационные,0.14919597270955456
0,Аниме,"man,chainsaw",0.1427091912874
0,Аниме,fnaf,0.1427091912874
0,Аниме,resumen,0.1427091912874
0,Аниме,shinobi,0.1427091912874
0,Аниме,commonplace,0.1427091912874
0,Аниме,гьюки,0.1427091912874
0,Аниме,крмп,0.1427091912874
0,Аниме,норрис,0.1427091912874
0,Аниме,чак,0.1427091912874
0,Аниме,элберет,0.1427091912874
0,Аниме,masamune-kun's,0.14270919128739998
0,Аниме,guild,0.14270919128739998
0,Аниме,баг,0.14131008156889607
0,Аниме,такт,0.1387450470849722
0,Аниме,deadly,0.13795221824448667
0,Аниме,фигурки,0.13566182381641728
0,Аниме,"music,drift",0.13478090288254443
0,Аниме,хентая,0.13478090288254443
0,Аниме,che,0.13478090288254443
0,Аниме,"anime,amv,edit,youtube,m00nsh1n3,top",0.13081675868011666
0,Аниме,epoch,0.13081675868011666
0,Аниме,fighters,0.13081675868011666
0,Аниме,америка,0.13081675868011666
0,Аниме,sacrificial,0.13081675868011666
0,Аниме,beasts,0.13081675868011666
0,Аниме,ittoki,0.13081675868011666
0,Аниме,truongгоша,0.13081675868011666
0,Аниме,finna,0.13081675868011666
0,Аниме,put,0.13081675868011666
0,Аниме,усилия,0.13081675868011666
0,Аниме,part-timer!,0.13081675868011666
0,Аниме,tower,0.1268526144776889
0,Аниме,fruit,0.1268526144776889
0,Аниме,"подряд,аниме",0.1268526144776889
0,Аниме,"серии,аниме",0.1268526144776889
0,Аниме,"drift,best",0.1268526144776889
0,Аниме,мёртвый,0.1268526144776889
0,Аниме,аска,0.1268526144776889
0,Аниме,futoku,0.1268526144776889
0,Аниме,mikey,0.12368129911574667
0,Аниме,юджи,0.12232216396062857
0,Аниме,walker,0.12130281259428999
0,Аниме,волны,0.1199584506473797
0,Аниме,labyrinth,0.11892432607283333
0,Аниме,"anime,new",0.11892432607283333
0,Аниме,меню,0.11892432607283333
0,Аниме,вьетнам,0.11892432607283333
0,Аниме,рога,0.11892432607283333
0,Аниме,мадоки,0.11892432607283333
0,Аниме,грозой,0.11892432607283333
0,Аниме,туман,0.11892432607283333
0,Аниме,шальной,0.11892432607283333
0,Аудио,yeat,0.743781406009266
0,Аудио,саид,0.6563481650452138
0,Аудио,type,0.6048463929704981
0,Аудио,а4,0.5851696361977661
0,Аудио,най,0.5820897960072515
0,Аудио,beat,0.5764657400071815
0,Аудио,стрима,0.5081736314349022
0,Аудио,nightcore,0.485074830006043
0,Аудио,ҳабиб,0.4716005291725418
0,Аудио,невский,0.37728042333803347
0,Аудио,ncs,0.36290783578229885
0,Аудио,prabin,0.35572154200443157
0,Аудио,dangol,0.35572154200443157
0,Аудио,куплинов,0.3521283951154979
0,Аудио,diggy,0.3449421013376306
0,Аудио,пдф,0.33955238100423013
0,Аудио,mayot,0.3233832200040287
0,Аудио,сундучок,0.3126037793372277
0,Аудио,seo,0.30182433867042674
0,Аудио,логопедии,0.29104489800362576
0,Аудио,ip,0.29104489800362576
0,Аудио,witch,0.29104489800362576
0,Аудио,islam,0.27757059717012467
0,Аудио,бикини,0.2694860166700239
0,Аудио,ебашем,0.25870657600322294
0,Аудио,paste,0.24792713533642202
0,Аудио,секретов,0.2414594709363414
0,Аудио,studia,0.24022753486013557
0,Аудио,drill,0.23714769466962105
0,Аудио,whitewildbear,0.23714769466962105
0,Аудио,коран,0.23475226341033195
0,Аудио,челлендж,0.23175797433622056
0,Аудио,диско,0.22636825400282007
0,Аудио,хабиб,0.22517053837317552
0,Аудио,blut,0.21558881333601912
0,Аудио,диско-7,0.21558881333601912
0,Аудио,восьмиклассница,0.21558881333601912
0,Аудио,малинки,0.21558881333601912
0,Аудио,яке,0.2012162257802845
0,Аудио,бит,0.19651749523321746
0,Аудио,трлн,0.19402993200241722
0,Аудио,fnf,0.19402993200241722
0,Аудио,властелином,0.19402993200241722
0,Аудио,toasty.avi,0.19402993200241722
0,Аудио,og,0.1940299320024172
0,Аудио,sven,0.19316757674907314
0,Аудио,муд,0.1868436382245499
0,Аудио,buda,0.1868436382245499
0,Аудио,spaceouters,0.18325049133561624
0,Аудио,ап,0.1824213035920162
0,Аудио,алатырь,0.1724710506688153
0,Аудио,trap,0.1670813303354148
0,Аудио,дождя,0.16455146160749212
0,Аудио,иволги,0.16169161000201435
0,Аудио,руна,0.16169161000201435
0,Аудио,лава,0.1580984631130807
0,Аудио,free,0.15583991364003666
0,Аудио,рэпа,0.15270874277968022
0,Аудио,soda,0.15091216933521337
0,Аудио,сократес,0.15091216933521337
0,Аудио,музыченко,0.15091216933521337
0,Аудио,дыме,0.15091216933521337
0,Аудио,наставление,0.14851673807592428
0,Аудио,amway,0.14552244900181288
0,Аудио,болота,0.1437258755573461
0,Аудио,kankan,0.14013272866841245
0,Аудио,дунёст,0.14013272866841245
0,Аудио,дунё,0.14013272866841245
0,Аудио,кушаний,0.14013272866841245
0,Аудио,"beat,rap",0.14013272866841245
0,Аудио,phonk,0.1394986439233065
0,Аудио,seemee,0.13653958177947878
0,Аудио,milano,0.13653958177947878
0,Аудио,романтическая,0.12935328800161147
0,Аудио,демотиватор,0.12935328800161147
0,Аудио,куплинова,0.12935328800161147
0,Аудио,scally,0.12935328800161147
0,Аудио,яростном,0.12935328800161147
0,Аудио,ачаб,0.12935328800161147
0,Аудио,address,0.12935328800161147
0,Аудио,праведник,0.12935328800161147
0,Аудио,упоминаемых,0.12935328800161147
0,Аудио,brashkovsky,0.12935328800161147
0,Аудио,funkin,0.12935328800161147
0,Аудио,чернобог,0.12935328800161147
0,Аудио,садхгуру,0.12396356766821101
0,Аудио,freestyle,0.12288562360153091
0,Аудио,wave,0.12216699422374416
0,Аудио,гномов,0.12216699422374416
0,Аудио,macan,0.12216699422374416
0,Аудио,craset,0.12216699422374416
0,Аудио,минус,0.11857384733481052
0,Аудио,juice,0.11857384733481052
0,Аудио,wrld,0.11857384733481052
0,Аудио,detroit,0.11857384733481052
0,Аудио,luv,0.11857384733481052
0,Аудио,boosted,0.11857384733481052
0,Аудио,venstar,0.11857384733481052
0,Аудио,арбат,0.11857384733481052
0,Аудио,ivi,0.11857384733481052
0,Аудиокниги,сундучок,0.20689407408765143
0,Аудиокниги,сек.,0.1898711439411991
0,Аудиокниги,табакерка,0.17677658229008195
0,Аудиокниги,госвами,0.16461734647118742
0,Аудиокниги,неблагоприятные,0.14284976346673287
0,Аудиокниги,прогнозы,0.13203682998209826
0,Аудиокниги,хантер,0.12112469527283393
0,Аудиокниги,секретов,0.11218854171362558
0,Аудиокниги,рубиконом,0.11130377403449604
0,Аудиокниги,азией,0.10912134709264316
0,Аудиокниги,европой,0.10912134709264316
0,Аудиокниги,периоды,0.10824837631590203
0,Аудиокниги,харди,0.10803013362171673
0,Аудиокниги,угождать,0.10475649320893744
0,Аудиокниги,scrum,0.10475649320893744
0,Аудиокниги,дюна,0.10475649320893744
0,Аудиокниги,сипсик,0.10288584154449212
0,Аудиокниги,измена,0.10064105954715777
0,Аудиокниги,монолит,0.10039163932523172
0,Аудиокниги,простоты,0.09820921238337886
0,Аудиокниги,зажигалка,0.09820921238337886
0,Аудиокниги,самозванца,0.09820921238337886
0,Аудиокниги,наставничество,0.09493557197059956
0,Аудиокниги,кремлевская,0.09166193155782026
0,Аудиокниги,цирцея,0.09166193155782025
0,Аудиокниги,подходим,0.09166193155782025
0,Аудиокниги,джекила,0.09166193155782025
0,Аудиокниги,хайда,0.09166193155782025
0,Аудиокниги,убик,0.09166193155782025
0,Аудиокниги,спрятанным,0.09166193155782025
0,Аудиокниги,шантарам,0.09166193155782025
0,Аудиокниги,тлалока,0.09166193155782025
0,Аудиокниги,верными,0.09166193155782025
0,Аудиокниги,пороков,0.09166193155782025
0,Аудиокниги,фьюжн,0.09166193155782025
0,Аудиокниги,шлюпкой,0.09166193155782025
0,Аудиокниги,медленной,0.09166193155782025
0,Аудиокниги,стеллар,0.08838829114504097
0,Аудиокниги,озвученные,0.08729707767411454
0,Аудиокниги,рукасл,0.08729707767411454
0,Аудиокниги,кукушкиным,0.08729707767411454
0,Аудиокниги,геракла,0.08729707767411454
0,Аудиокниги,кусака,0.08729707767411454
0,Аудиокниги,мэй,0.08642410689737338
0,Аудиокниги,гражданский,0.08511465073226167
0,Аудиокниги,татуировок,0.08511465073226167
0,Аудиокниги,горные,0.08511465073226167
0,Аудиокниги,гибкое,0.08511465073226167
0,Аудиокниги,vera,0.08511465073226167
0,Аудиокниги,взахлеб,0.08511465073226167
0,Аудиокниги,тибетского,0.08511465073226167
0,Аудиокниги,эксцесс,0.08511465073226167
0,Аудиокниги,держи,0.08511465073226167
0,Аудиокниги,блудливое,0.08511465073226167
0,Аудиокниги,вашингтонское,0.08511465073226167
0,Аудиокниги,мокоши,0.08511465073226167
0,Аудиокниги,занавеса,0.08511465073226167
0,Аудиокниги,инженерия,0.08511465073226167
0,Аудиокниги,по-джентльменски,0.08511465073226167
0,Аудиокниги,кушетке,0.08511465073226167
0,Аудиокниги,волхв,0.08511465073226167
0,Аудиокниги,transhumanism,0.08511465073226167
0,Аудиокниги,code,0.08511465073226167
0,Аудиокниги,теряйте,0.08511465073226167
0,Аудиокниги,пожизненного,0.08511465073226167
0,Аудиокниги,визитёр,0.08511465073226167
0,Аудиокниги,высокооплачиваемым,0.08511465073226167
0,Аудиокниги,шпаргалка,0.08511465073226167
0,Аудиокниги,азиатская,0.08511465073226167
0,Аудиокниги,европеизация,0.08511465073226167
0,Аудиокниги,гуревич,0.08347783052587203
0,Аудиокниги,622,0.08293222379040881
0,Аудиокниги,эгер,0.08293222379040881
0,Аудиокниги,медвежий,0.08293222379040881
0,Аудиокниги,предел,0.08293222379040881
0,Аудиокниги,пэтчетт,0.08184101031948236
0,Аудиокниги,атомные,0.08184101031948236
0,Аудиокниги,перестаньте,0.08184101031948236
0,Аудиокниги,суханов,0.0794213630578629
0,Аудиокниги,гнездом,0.07856736990670309
0,Аудиокниги,янтарными,0.07856736990670307
0,Аудиокниги,невидимке,0.07856736990670307
0,Аудиокниги,стёкол,0.07856736990670307
0,Аудиокниги,сокрушитель,0.07856736990670307
0,Аудиокниги,купалы,0.07856736990670307
0,Аудиокниги,ценообразования,0.07856736990670307
0,Аудиокниги,грохольский,0.07856736990670307
0,Аудиокниги,солярис,0.07856736990670307
0,Аудиокниги,сфирот,0.07856736990670307
0,Аудиокниги,превратите,0.07856736990670307
0,Аудиокниги,плацебо,0.07856736990670307
0,Аудиокниги,новейший,0.07856736990670307
0,Аудиокниги,элджернона,0.07856736990670307
0,Аудиокниги,продавана,0.07856736990670307
0,Аудиокниги,тигровый,0.07856736990670307
0,Аудиокниги,оставаясь,0.07594845757647964
0,Аудиокниги,эдит,0.07529372949392378
0,Аудиокниги,обуви,0.07420251602299736
0,Аудиокниги,резанова,0.07420251602299736
0,Аудиокниги,sister,0.07420251602299736
0,Бизнес и предпринимательство,оксфорд,0.6010806884395827
0,Бизнес и предпринимательство,lightmarkets,0.4722776837739578
0,Бизнес и предпринимательство,гребной,0.46478121260294264
0,Бизнес и предпринимательство,псорисил,0.45728474143192743
0,Бизнес и предпринимательство,беговые,0.3498353213140428
0,Бизнес и предпринимательство,микосан,0.29236237566959294
0,Бизнес и предпринимательство,перевертыш,0.27736943332756253
0,Бизнес и предпринимательство,алкопрост,0.27736943332756253
0,Бизнес и предпринимательство,дорожки,0.27362119774205496
0,Бизнес и предпринимательство,орд,0.26687437368814126
0,Бизнес и предпринимательство,ткань,0.25550472574543487
0,Бизнес и предпринимательство,mines,0.2548800198145169
0,Бизнес и предпринимательство,тренажер,0.23239060630147132
0,Бизнес и предпринимательство,redroot,0.22489413513045609
0,Бизнес и предпринимательство,ақша,0.21989648768311262
0,Бизнес и предпринимательство,кст,0.2173976639594409
0,Бизнес и предпринимательство,activepairtrading,0.2173976639594409
0,Бизнес и предпринимательство,кабарги,0.20990119278842567
0,Бизнес и предпринимательство,бесконечность,0.20990119278842567
0,Бизнес и предпринимательство,freebitcoin,0.20390401585161352
0,Бизнес и предпринимательство,ректин,0.1949082504463953
0,Бизнес и предпринимательство,luckygames,0.19116001486088768
0,Бизнес и предпринимательство,велотренажеров,0.1874117792753801
0,Бизнес и предпринимательство,некса,0.17991530810436487
0,Бизнес и предпринимательство,newbix,0.17991530810436487
0,Бизнес и предпринимательство,uretrix,0.17241883693334967
0,Бизнес и предпринимательство,мысхако,0.17241883693334967
0,Бизнес и предпринимательство,owl,0.17241883693334967
0,Бизнес и предпринимательство,orlauf,0.17241883693334967
0,Бизнес и предпринимательство,freebitco.in,0.16867060134784206
0,Бизнес и предпринимательство,эллиптические,0.16867060134784206
0,Бизнес и предпринимательство,мориарти,0.1649223657623345
0,Бизнес и предпринимательство,темченко,0.16492236576233446
0,Бизнес и предпринимательство,rectyn,0.16492236576233446
0,Бизнес и предпринимательство,табло,0.1613946146230332
0,Бизнес и предпринимательство,titanium,0.15742589459131925
0,Бизнес и предпринимательство,беговая,0.15492707086764754
0,Бизнес и предпринимательство,хлорелла,0.15492707086764754
0,Бизнес и предпринимательство,око,0.15367765900581168
0,Бизнес и предпринимательство,antelife,0.14992942342030405
0,Бизнес и предпринимательство,ripple,0.14826354093785624
0,Бизнес и предпринимательство,тулон,0.14243295224928887
0,Бизнес и предпринимательство,ерир,0.13993412852561712
0,Бизнес и предпринимательство,сидр,0.13993412852561712
0,Бизнес и предпринимательство,рипл,0.13793506954667975
0,Бизнес и предпринимательство,милан,0.13493648107827366
0,Бизнес и предпринимательство,катаре,0.13493648107827366
0,Бизнес и предпринимательство,алипей,0.13493648107827366
0,Бизнес и предпринимательство,простатита,0.13118824549276606
0,Бизнес и предпринимательство,кроликов,0.12862366325005034
0,Бизнес и предпринимательство,golden-mines,0.12744000990725846
0,Бизнес и предпринимательство,s60,0.12744000990725846
0,Бизнес и предпринимательство,водный,0.12744000990725846
0,Бизнес и предпринимательство,ionosfera,0.12744000990725846
0,Бизнес и предпринимательство,glencore,0.12744000990725846
0,Бизнес и предпринимательство,g1,0.12744000990725846
0,Бизнес и предпринимательство,микросферы,0.11994353873624325
0,Бизнес и предпринимательство,aviso.bz,0.11994353873624325
0,Бизнес и предпринимательство,псориаза,0.11994353873624325
0,Бизнес и предпринимательство,белгороде,0.11994353873624325
0,Бизнес и предпринимательство,акваявь,0.11994353873624325
0,Бизнес и предпринимательство,regulator,0.11994353873624325
0,Бизнес и предпринимательство,script,0.11744471501257152
0,Бизнес и предпринимательство,перчатки,0.11694495026783717
0,Бизнес и предпринимательство,подогревом,0.11494589128889979
0,Бизнес и предпринимательство,эвм,0.11494589128889979
0,Бизнес и предпринимательство,atlas,0.11244706756522804
0,Бизнес и предпринимательство,tcm,0.11244706756522804
0,Бизнес и предпринимательство,уретрикс,0.11244706756522804
0,Бизнес и предпринимательство,монте,0.11244706756522804
0,Бизнес и предпринимательство,велотренажер,0.11244706756522804
0,Бизнес и предпринимательство,запоров,0.11244706756522804
0,Бизнес и предпринимательство,s9,0.11244706756522804
0,Бизнес и предпринимательство,trb,0.10994824384155631
0,Бизнес и предпринимательство,notion,0.10923429420622154
0,Бизнес и предпринимательство,следственный,0.10869883197972045
0,Бизнес и предпринимательство,капли,0.10869883197972045
0,Бизнес и предпринимательство,тренажеры,0.10682471418696664
0,Бизнес и предпринимательство,nagro,0.10495059639421285
0,Бизнес и предпринимательство,autobidder,0.10495059639421284
0,Бизнес и предпринимательство,slimtech,0.10495059639421284
0,Бизнес и предпринимательство,evo,0.10495059639421284
0,Бизнес и предпринимательство,вьетнамской,0.10495059639421284
0,Бизнес и предпринимательство,спдс,0.10495059639421284
0,Бизнес и предпринимательство,осн,0.10328471391176504
0,Бизнес и предпринимательство,насосах,0.10245177267054112
0,Бизнес и предпринимательство,конопли,0.10195200792580676
0,Бизнес и предпринимательство,новокузнецк,0.09932824301595143
0,Бизнес и предпринимательство,options,0.09846716186792943
0,Бизнес и предпринимательство,эллиптический,0.09745412522319764
0,Бизнес и предпринимательство,nc,0.09745412522319764
0,Бизнес и предпринимательство,d1,0.09745412522319764
0,Бизнес и предпринимательство,milano,0.09745412522319764
0,Бизнес и предпринимательство,столбец,0.09745412522319764
0,Бизнес и предпринимательство,терапевтический,0.09745412522319764
0,Бизнес и предпринимательство,popping,0.09745412522319764
0,Бизнес и предпринимательство,фазанов,0.09745412522319764
0,Бизнес и предпринимательство,checkra1n,0.09745412522319764
0,Бизнес и предпринимательство,icloud,0.09745412522319764
0,Бизнес и предпринимательство,trait,0.09495530149952591
0,Блоги,получит,0.18007267027643203
0,Блоги,руку,0.14405813622114563
0,Блоги,айфон,0.12805167664101832
0,Блоги,11,0.11404602450840697
0,Блоги,iphone,0.09603875748076375
0,Блоги,школьник,0.09603875748076375
0,Блоги,fashion,0.08703512396694216
0,Блоги,уберет,0.08403391279566828
0,Блоги,ткаченко,0.08003229790063646
0,Блоги,street,0.07503027928184668
0,Блоги,одеваются,0.07469681137392736
0,Блоги,квантовый,0.07202906811057282
0,Блоги,бомбочки,0.07202906811057282
0,Блоги,глубже,0.07202906811057282
0,Блоги,шкляр,0.07202906811057282
0,Блоги,татьяна,0.07202906811057282
0,Блоги,стайл,0.0698463690769191
0,Блоги,стрит,0.06802745321554099
0,Блоги,24,0.06602664576802507
0,Блоги,компьютер,0.06002422342547734
0,Блоги,мастюкова,0.06002422342547734
0,Блоги,пистолет,0.06002422342547734
0,Блоги,девушку,0.06002422342547734
0,Блоги,габара,0.06002422342547734
0,Блоги,бездомный,0.06002422342547734
0,Блоги,бедного,0.06002422342547734
0,Блоги,фокусы,0.06002422342547734
0,Блоги,порно,0.06002422342547734
0,Блоги,сдвг,0.06002422342547734
0,Блоги,часа,0.05762325448845825
0,Блоги,моды,0.05702301225420348
0,Блоги,челлендж,0.05702301225420348
0,Блоги,50,0.05675017487499676
0,Блоги,елены,0.05602260853044552
0,Блоги,бургер,0.05602260853044552
0,Блоги,малена,0.05602260853044552
0,Блоги,секс,0.056022608530445515
0,Блоги,мой,0.055406975469671396
0,Блоги,хельсинки,0.054021801082929616
0,Блоги,девушки,0.052821316614420064
0,Блоги,музыки,0.052821316614420064
0,Блоги,мода,0.04801937874038188
0,Блоги,фильме,0.04801937874038188
0,Блоги,деревни,0.048019378740381875
0,Блоги,минимализм,0.048019378740381875
0,Блоги,алёна,0.048019378740381875
0,Блоги,paris,0.048019378740381875
0,Блоги,ученого,0.048019378740381875
0,Блоги,стрельбе,0.048019378740381875
0,Блоги,fireline,0.048019378740381875
0,Блоги,практической,0.048019378740381875
0,Блоги,бок,0.048019378740381875
0,Блоги,прически,0.048019378740381875
0,Блоги,фильма,0.048019378740381875
0,Блоги,малены,0.048019378740381875
0,Блоги,масло,0.048019378740381875
0,Блоги,шт,0.048019378740381875
0,Блоги,олег,0.048019378740381875
0,Блоги,шить,0.048019378740381875
0,Блоги,школьника,0.048019378740381875
0,Блоги,отпустит,0.048019378740381875
0,Блоги,ламборгини,0.048019378740381875
0,Блоги,богатого,0.048019378740381875
0,Блоги,купит,0.048019378740381875
0,Блоги,кавказа,0.048019378740381875
0,Блоги,ушёл,0.048019378740381875
0,Блоги,дахир,0.048019378740381875
0,Блоги,кислота,0.048019378740381875
0,Блоги,сода,0.048019378740381875
0,Блоги,краситель,0.048019378740381875
0,Блоги,лимонная,0.048019378740381875
0,Блоги,эфирное,0.048019378740381875
0,Блоги,маски,0.048019378740381875
0,Блоги,гаас,0.048019378740381875
0,Блоги,нейропсихолог,0.048019378740381875
0,Блоги,дауна,0.048019378740381875
0,Блоги,как,0.047291812395830635
0,Блоги,стиль,0.046418732782369146
0,Блоги,инстаграм,0.04601857129286596
0,Блоги,финны,0.04501816756910801
0,Блоги,финки,0.04501816756910801
0,Блоги,кино,0.04458942311606889
0,Блоги,канал,0.043709947314962985
0,Блоги,связующих,0.04365398067307443
0,Блоги,девушка,0.043217440866343694
0,Блоги,олеся,0.042683892213672775
0,Блоги,искусстве,0.042683892213672775
0,Блоги,style,0.04201695639783414
0,Блоги,авет,0.04201695639783414
0,Блоги,живёт,0.04201695639783414
0,Блоги,рублей,0.0411594674917559
0,Блоги,instagram,0.040516350812197205
0,Блоги,бренда,0.04001614895031823
0,Блоги,дома,0.04001614895031823
0,Блоги,команде,0.04001614895031823
0,Блоги,олега,0.04001614895031823
0,Блоги,акции,0.04001614895031823
0,Блоги,мужчиной,0.04001614895031823
0,Блоги,подарил,0.04001614895031823
0,Блоги,богатый,0.04001614895031823
0,ВЭФ,развития,0.025493945188017845
0,ВЭФ,образом,0.022944550669216062
0,ВЭФ,обучения,0.022944550669216062
0,ВЭФ,технологий,0.022944550669216062
0,ВЭФ,новые,0.021414913957934992
0,ВЭФ,какие,0.020395156150414276
0,ВЭФ,наука,0.015296367112810707
0,ВЭФ,технологии,0.015296367112810707
0,ВЭФ,становится,0.015296367112810707
0,ВЭФ,сотрудничества,0.015296367112810707
0,ВЭФ,развитие,0.015296367112810707
0,ВЭФ,является,0.015296367112810707
